Event	ID	Name			Wwise Object Path	Notes
	80441969	object_tim_fight_platforms_break			\Default Work Unit\Object\object_tim_fight_platforms_break	
	139566457	object_chest_open			\Default Work Unit\Object\object_chest_open	
	273025638	object_pickup_misc			\Default Work Unit\Object\object_pickup_misc	
	344650103	object_fire_trap			\Default Work Unit\Object\object_fire_trap	
	417369426	object_coal_break			\Default Work Unit\Object\object_coal_break	
	484658667	object_goblin_hut_fire_loop_stop			\Default Work Unit\Object\object_goblin_hut_fire_loop_stop	
	607690133	object_chest_unlock			\Default Work Unit\Object\object_chest_unlock	
	616300807	object_tim_fight_platforms_appear			\Default Work Unit\Object\object_tim_fight_platforms_appear	
	861682655	object_locker_crash			\Default Work Unit\Object\object_locker_crash	
	950003607	object_bomb_horse_move_loop_stop			\Default Work Unit\Object\object_bomb_horse_move_loop_stop	
	959494480	object_pickup_health			\Default Work Unit\Object\object_pickup_health	
	1121409554	object_horse_damage			\Default Work Unit\Object\object_horse_damage	
	1129603612	object_pickup_combo			\Default Work Unit\Object\object_pickup_combo	
	1153978322	object_portal_loop			\Default Work Unit\Object\object_portal_loop	
	1245247142	object_coal_damage			\Default Work Unit\Object\object_coal_damage	
	1417365428	object_ghost_sucker_loop_start			\Default Work Unit\Object\object_ghost_sucker_loop_start	
	1522951853	object_lock_open			\Default Work Unit\Object\object_lock_open	
	1523419505	object_goblin_hut_fire_loop_start			\Default Work Unit\Object\object_goblin_hut_fire_loop_start	
	1622373416	object_ghost_sucker_loop_stop			\Default Work Unit\Object\object_ghost_sucker_loop_stop	
	1638932804	object_goblin_hut_damage			\Default Work Unit\Object\object_goblin_hut_damage	
	1726241635	object_portal_pulse			\Default Work Unit\Object\object_portal_pulse	
	1783553065	object_tim_fight_barrel_hit			\Default Work Unit\Object\object_tim_fight_barrel_hit	
	1813839388	object_steam_vent_start			\Default Work Unit\Object\object_steam_vent_start	
	1869853499	object_vents_platform_fall			\Default Work Unit\Object\object_vents_platform_fall	
	2146372163	object_barrel_science_destroy			\Default Work Unit\Object\object_barrel_science_destroy	
	2172612084	object_ghost_sucker_damage			\Default Work Unit\Object\object_ghost_sucker_damage	
	2379064502	object_barrel_wood_destroy			\Default Work Unit\Object\object_barrel_wood_destroy	
	2427994668	object_pickup_textbook			\Default Work Unit\Object\object_pickup_textbook	
	2637548363	object_button_large			\Default Work Unit\Object\object_button_large	
	2848384629	object_giant_flask_trap_start			\Default Work Unit\Object\object_giant_flask_trap_start	
	2860618480	object_steam_vent_stop			\Default Work Unit\Object\object_steam_vent_stop	
	3077159772	object_pickup_loot			\Default Work Unit\Object\object_pickup_loot	
	3231815477	object_bomb_horse_move_loop_start			\Default Work Unit\Object\object_bomb_horse_move_loop_start	
	3291599859	object_goblin_hut_destroy			\Default Work Unit\Object\object_goblin_hut_destroy	
	3389587138	object_barrel_science_hit			\Default Work Unit\Object\object_barrel_science_hit	
	3445544080	object_platform_end			\Default Work Unit\Object\object_platform_end	
	3489963256	object_barrel_metal_destroy			\Default Work Unit\Object\object_barrel_metal_destroy	
	3733473207	object_giant_flask_trap_destroy			\Default Work Unit\Object\object_giant_flask_trap_destroy	
	3734059916	object_tim_fight_barrel_destroy			\Default Work Unit\Object\object_tim_fight_barrel_destroy	
	3889609359	object_barrel_wood_hit			\Default Work Unit\Object\object_barrel_wood_hit	
	3910530431	object_prologue_rat_die			\Default Work Unit\Object\object_prologue_rat_die	
	3927166585	object_locker_hit			\Default Work Unit\Object\object_locker_hit	
	4020122411	object_platform_start			\Default Work Unit\Object\object_platform_start	
	4277131229	object_barrel_metal_hit			\Default Work Unit\Object\object_barrel_metal_hit	
	4283575905	object_pickup_coin			\Default Work Unit\Object\object_pickup_coin	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	24716759	object_horse_damage_02	C:\Users\Miles\Documents\WwiseProjects\SuperDarylDeluxe\.cache\Windows\SFX\object_horse_damage_02_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\object_horse_damage\object_horse_damage_02		57374
	36338803	object_goblin_hut_fire_loop	C:\Users\Miles\Documents\WwiseProjects\SuperDarylDeluxe\.cache\Windows\SFX\object_goblin_hut_fire_loop_4B8CC0C5.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\object_goblin_hut_fire_loop		525330
	44397900	object_barrel_metal_destroy_02	C:\Users\Miles\Documents\WwiseProjects\SuperDarylDeluxe\.cache\Windows\SFX\object_barrel_metal_destroy_02_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\object_barrel_metal_destroy\object_barrel_metal_destroy_02		87616
	66861835	object_ghost_sucker_damage_01	C:\Users\Miles\Documents\WwiseProjects\SuperDarylDeluxe\.cache\Windows\SFX\object_ghost_sucker_damage_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\object_ghost_sucker_damage\object_ghost_sucker_damage_01		79906
	72837111	object_coal_damage_01	C:\Users\Miles\Documents\WwiseProjects\SuperDarylDeluxe\.cache\Windows\SFX\object_coal_damage_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\object_coal_damage\object_coal_damage_01		35176
	95000677	object_steam_vent_stop	C:\Users\Miles\Documents\WwiseProjects\SuperDarylDeluxe\.cache\Windows\SFX\object_steam_vent_stop_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\object_steam_vent_stop		60880
	99929452	object_portal_loop	C:\Users\Miles\Documents\WwiseProjects\SuperDarylDeluxe\.cache\Windows\SFX\object_portal_loop_4B8CC0C5.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\object_portal_loop		1982640
	112332347	object_barrel_wood_hit_03	C:\Users\Miles\Documents\WwiseProjects\SuperDarylDeluxe\.cache\Windows\SFX\object_barrel_wood_hit_03_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\object_barrel_wood_hit\object_barrel_wood_hit_03		40400
	118476583	object_barrel_wood_hit_01	C:\Users\Miles\Documents\WwiseProjects\SuperDarylDeluxe\.cache\Windows\SFX\object_barrel_wood_hit_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\object_barrel_wood_hit\object_barrel_wood_hit_01		42448
	123088860	object_tim_fight_barrel_hit	C:\Users\Miles\Documents\WwiseProjects\SuperDarylDeluxe\.cache\Windows\SFX\object_tim_fight_barrel_hit_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\object_tim_fight_barrel_hit		16014
	126037475	object_giant_flask_trap_destroy	C:\Users\Miles\Documents\WwiseProjects\SuperDarylDeluxe\.cache\Windows\SFX\object_giant_flask_trap_destroy_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\object_giant_flask_trap_destroy		150328
	139162179	object_barrel_wood_destroy_01	C:\Users\Miles\Documents\WwiseProjects\SuperDarylDeluxe\.cache\Windows\SFX\object_barrel_wood_destroy_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\object_barrel_wood_destroy\object_barrel_wood_destroy_01		57600
	180170831	object_pickup_coin_04	C:\Users\Miles\Documents\WwiseProjects\SuperDarylDeluxe\.cache\Windows\SFX\object_pickup_coin_04_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\object_pickup_coin\object_pickup_coin_04		23284
